user_id,account_id,txn_id,event_time,event_type,amount,currency,channel,declared_income,account_deposit,residence_country,transaction_country,amount_in_1d,amount_out_1d,login_count_1h,failed_login_1h,new_ip_1d,geo_change_1d,device_id,ip_address,is_fraud,fraud_type
U-NORM-0025,ACC-0025,24,2026-01-01 02:46:58.285128,sell,4832.6,myr,mobile,103953,18362.0,sg,sg,2372.37,3467.69,1,0,0,0,DEV-0025-282,204.128.36.148,0,none
U-NORM-0126,ACC-0126,25,2026-01-01 02:51:58.251755,sell,16031.39,eur,mobile,310466,175027.0,au,au,14207.08,9417.32,0,0,0,0,DEV-0126-934,124.208.42.130,0,none
U-NORM-0047,ACC-0047,26,2026-01-01 03:04:34.104302,buy,4487.44,myr,mobile,77774,14034.0,jp,jp,5975.92,321.66,0,0,0,0,DEV-0047-446,81.205.84.112,0,none
U-NORM-0189,ACC-0189,27,2026-01-01 03:07:19.061592,buy,13059.12,eur,web,367594,123532.0,au,au,18554.04,9985.43,0,0,0,0,DEV-0189-837,9.68.178.136,0,none
U-NORM-0110,ACC-0110,28,2026-01-01 03:14:23.189069,deposit,2369.86,myr,mobile,52742,28553.0,cn,cn,914.52,347.33,4,0,0,0,DEV-0110-482,113.5.88.16,0,none
U-NORM-0076,ACC-0076,29,2026-01-01 03:20:21.599816,buy,16972.95,usd,api,399212,148233.0,us,us,12621.12,10489.66,5,0,0,0,DEV-0076-874,119.146.230.41,0,none
U-NORM-0108,ACC-0108,30,2026-01-01 03:30:32.811408,deposit,14410.71,usd,web,360290,98028.0,au,au,3658.66,3742.97,2,0,0,0,DEV-0108-591,216.54.70.215,0,none
U-NORM-0078,ACC-0078,31,2026-01-01 03:35:14.801461,withdrawal,17743.04,sgd,web,172625,157576.0,gb,gb,11699.58,2429.3,4,0,0,0,DEV-0078-168,189.38.47.250,0,none
U-NORM-0018,ACC-0018,32,2026-01-01 03:52:34.347100,withdrawal,15932.58,myr,mobile,488526,189005.0,gb,gb,7223.53,9032.06,3,0,0,0,DEV-0018-666,117.4.188.52,0,none
U-NORM-0185,ACC-0185,33,2026-01-01 03:56:31.671556,deposit,405.15,eur,web,47145,48157.0,gb,gb,54.43,299.66,3,0,0,0,DEV-0185-431,21.21.91.135,0,none
U-NORM-0176,ACC-0176,34,2026-01-01 04:13:28.547640,buy,2848.42,myr,mobile,60600,49984.0,sg,sg,1535.69,1237.12,4,0,0,0,DEV-0176-178,130.96.4.37,0,none
U-NORM-0136,ACC-0136,35,2026-01-01 04:16:15.010273,buy,3655.39,jpy,web,67506,27879.0,us,cn,1306.59,1721.79,3,0,0,0,DEV-0136-364,100.125.20.13,0,none
U-NORM-0155,ACC-0155,36,2026-01-01 04:18:20.731518,sell,2226.62,myr,mobile,214959,146617.0,au,au,3590.67,1465.4,2,0,0,0,DEV-0155-671,49.212.193.116,0,none
U-NORM-0182,ACC-0182,37,2026-01-01 04:21:01.142002,sell,12365.14,gbp,api,345776,130556.0,us,us,2496.02,9787.37,3,0,0,0,DEV-0182-327,12.115.82.100,0,none
U-NORM-0035,ACC-0035,38,2026-01-01 04:31:17.062844,buy,2696.19,sgd,mobile,92457,40343.0,th,th,155.5,911.69,2,1,0,0,DEV-0035-426,70.72.145.147,0,none
U-NORM-0131,ACC-0131,39,2026-01-01 04:33:01.336556,deposit,17832.01,eur,api,463738,179617.0,au,au,29494.17,13512.05,6,0,0,0,DEV-0131-504,6.62.62.148,0,none
U-NORM-0014,ACC-0014,40,2026-01-01 04:44:38.333211,sell,14397.64,eur,api,490968,134425.0,sg,sg,551.28,11217.24,3,0,0,0,DEV-0014-379,201.230.251.59,0,none
U-NORM-0194,ACC-0194,41,2026-01-01 04:47:32.646660,withdrawal,1688.93,sgd,mobile,249782,141123.0,gb,gb,2075.5,1474.81,3,0,0,0,DEV-0194-857,15.156.254.104,0,none
U-NORM-0099,ACC-0099,42,2026-01-01 04:50:00.877800,buy,2490.42,jpy,mobile,88277,15747.0,us,us,730.18,1633.9,1,0,0,0,DEV-0099-126,12.25.1.170,0,none
U-NORM-0032,ACC-0032,43,2026-01-01 04:50:28.949691,deposit,11191.8,myr,api,207124,187682.0,sg,sg,13519.8,9751.79,1,0,0,0,DEV-0032-560,121.11.169.54,0,none
U-NORM-0143,ACC-0143,44,2026-01-01 04:58:29.577118,withdrawal,3054.03,sgd,mobile,106673,30804.0,us,us,3153.45,1376.35,1,0,0,0,DEV-0143-846,204.207.86.194,0,none
U-NORM-0174,ACC-0174,45,2026-01-01 05:08:47.394853,buy,1853.2,eur,api,46351,39388.0,us,us,1229.99,1717.31,1,1,0,0,DEV-0174-121,116.137.104.88,0,none
U-NORM-0156,ACC-0156,46,2026-01-01 05:12:55.070793,withdrawal,4478.71,sgd,web,55115,20638.0,vn,vn,1942.52,4145.56,3,0,0,0,DEV-0156-361,141.204.246.37,0,none
U-NORM-0054,ACC-0054,47,2026-01-01 05:22:51.583110,sell,4534.16,myr,web,246102,52669.0,au,au,3265.19,1906.79,1,0,0,0,DEV-0054-661,101.172.216.174,0,none
U-NORM-0163,ACC-0163,48,2026-01-01 05:31:08.469999,withdrawal,1668.71,eur,api,325469,120580.0,gb,gb,1674.1,47.07,1,0,0,0,DEV-0163-844,116.73.116.1,0,none
U-NORM-0123,ACC-0123,49,2026-01-01 05:35:51.952125,buy,4431.06,jpy,mobile,110134,15616.0,gb,gb,7386.95,246.9,1,2,0,0,DEV-0123-894,123.177.161.64,0,none
U-NORM-0055,ACC-0055,50,2026-01-01 05:42:07.364067,buy,1402.16,jpy,api,35380,25710.0,au,au,972.7,51.28,0,0,0,0,DEV-0055-360,174.217.73.138,0,none
U-NORM-0134,ACC-0134,51,2026-01-01 05:42:53.378139,sell,1961.0,usd,mobile,150785,181299.0,au,au,3712.19,281.15,2,0,0,0,DEV-0134-222,7.129.161.223,0,none
U-NORM-0162,ACC-0162,52,2026-01-01 05:45:37.795150,sell,6632.44,gbp,mobile,422395,113356.0,us,us,12521.37,3229.82,0,0,0,0,DEV-0162-486,18.24.198.85,0,none
U-NORM-0134,ACC-0134,53,2026-01-01 05:45:43.063038,deposit,2460.69,myr,web,150785,181299.0,au,au,1741.98,762.75,3,0,0,0,DEV-0134-222,7.129.161.223,0,none
U-NORM-0072,ACC-0072,54,2026-01-01 05:54:15.986014,deposit,12999.98,usd,mobile,451269,89103.0,sg,sg,10056.01,11683.17,3,2,0,0,DEV-0072-478,8.78.90.223,0,none
U-NORM-0175,ACC-0175,55,2026-01-01 05:55:26.351064,deposit,1192.61,myr,api,104275,10976.0,th,th,2248.6,134.25,2,0,0,0,DEV-0175-173,173.77.100.57,0,none
U-NORM-0147,ACC-0147,56,2026-01-01 05:57:26.433001,withdrawal,3773.33,gbp,web,283264,134629.0,sg,sg,2081.49,1161.74,2,0,0,0,DEV-0147-727,139.222.167.214,0,none
U-NORM-0108,ACC-0108,57,2026-01-01 06:07:53.893801,deposit,10754.49,usd,web,360290,98028.0,au,au,4805.2,4731.01,0,0,0,0,DEV-0108-591,216.54.70.215,0,none
U-NORM-0089,ACC-0089,58,2026-01-01 06:33:19.737524,withdrawal,12452.49,jpy,mobile,235925,87693.0,gb,gb,3073.13,4800.23,3,0,0,0,DEV-0089-590,52.136.12.172,0,none
U-NORM-0061,ACC-0061,59,2026-01-01 06:56:23.961611,sell,4586.03,usd,web,44332,9432.0,us,us,1472.65,3103.54,6,0,0,0,DEV-0061-774,68.157.212.173,0,none
U-NORM-0024,ACC-0024,60,2026-01-01 07:00:45.917530,buy,18006.45,jpy,web,200711,89451.0,gb,gb,32830.55,16710.25,3,0,0,0,DEV-0024-854,142.111.102.54,0,none
U-NORM-0006,ACC-0006,61,2026-01-01 07:02:23.778488,deposit,10912.87,sgd,api,316129,182311.0,gb,gb,2896.6,1566.46,2,0,0,0,DEV-0006-402,180.151.11.251,0,none
U-NORM-0132,ACC-0132,62,2026-01-01 07:03:06.028608,withdrawal,10010.48,sgd,web,154047,66515.0,au,au,4672.32,1897.61,3,0,0,0,DEV-0132-708,108.193.209.2,0,none
U-NORM-0035,ACC-0035,63,2026-01-01 07:15:37.433323,deposit,1385.29,usd,mobile,92457,40343.0,th,th,2156.55,843.05,1,2,0,0,DEV-0035-426,70.72.145.147,0,none
U-NORM-0162,ACC-0162,64,2026-01-01 07:21:20.541022,sell,16772.41,gbp,web,422395,113356.0,us,us,9087.13,7027.11,1,1,0,0,DEV-0162-486,18.24.198.85,0,none
U-NORM-0100,ACC-0100,65,2026-01-01 07:22:14.273543,buy,4289.6,myr,mobile,455368,63277.0,sg,sg,5039.33,3862.1,2,0,0,0,DEV-0100-512,202.117.188.88,0,none
U-NORM-0112,ACC-0112,66,2026-01-01 07:22:55.907853,buy,2380.54,usd,web,46966,30035.0,vn,vn,1970.75,190.72,4,0,0,0,DEV-0112-787,143.119.166.225,0,none
U-NORM-0040,ACC-0040,67,2026-01-01 07:23:35.735696,deposit,2525.77,jpy,mobile,145153,49308.0,id,id,1275.08,1848.3,3,0,0,0,DEV-0040-142,82.64.225.67,0,none
U-NORM-0097,ACC-0097,68,2026-01-01 07:31:35.180146,deposit,18591.07,eur,mobile,267611,94001.0,gb,gb,31258.25,8147.99,1,0,0,0,DEV-0097-201,70.158.206.6,0,none
U-NORM-0111,ACC-0111,69,2026-01-01 07:37:07.211957,buy,4271.23,jpy,web,145547,6350.0,id,id,7891.84,3688.38,2,2,0,0,DEV-0111-868,78.253.74.68,0,none
U-NORM-0130,ACC-0130,70,2026-01-01 07:42:48.964540,sell,18467.8,jpy,api,266397,107170.0,au,au,326.03,7393.3,5,0,0,0,DEV-0130-859,29.26.91.37,0,none
U-NORM-0138,ACC-0138,71,2026-01-01 07:47:41.999627,buy,4176.77,sgd,api,106248,22391.0,us,us,3133.83,2120.78,1,0,0,0,DEV-0138-355,1.219.119.79,0,none
U-NORM-0054,ACC-0054,72,2026-01-01 07:52:45.968640,withdrawal,1804.88,jpy,api,246102,52669.0,au,au,2987.72,771.93,3,0,0,0,DEV-0054-661,101.172.216.174,0,none
U-NORM-0120,ACC-0120,73,2026-01-01 08:04:49.776640,deposit,553.86,eur,mobile,121635,9991.0,ph,ph,376.58,159.61,3,0,0,0,DEV-0120-967,50.61.217.7,0,none
U-NORM-0111,ACC-0111,74,2026-01-01 08:10:49.666409,buy,2694.83,usd,api,145547,6350.0,id,id,4255.55,832.37,0,0,0,0,DEV-0111-868,78.253.74.68,0,none
U-NORM-0053,ACC-0053,75,2026-01-01 08:22:01.918574,deposit,15502.85,usd,api,331921,60680.0,gb,gb,23185.34,6161.67,2,0,0,0,DEV-0053-645,169.195.157.188,0,none
U-NORM-0045,ACC-0045,76,2026-01-01 08:22:38.748602,deposit,1950.36,myr,mobile,235687,168968.0,us,us,2709.72,1500.77,2,0,0,0,DEV-0045-669,219.225.27.49,0,none
U-NORM-0051,ACC-0051,77,2026-01-01 08:26:26.958333,sell,10692.63,myr,api,209789,119925.0,au,au,8056.66,7440.88,1,0,0,0,DEV-0051-857,140.133.4.198,0,none
U-NORM-0074,ACC-0074,78,2026-01-01 08:36:47.501000,deposit,2324.97,usd,mobile,81548,33340.0,id,id,4286.73,126.45,4,0,0,0,DEV-0074-711,179.101.71.34,0,none
U-NORM-0188,ACC-0188,79,2026-01-01 08:38:47.725248,deposit,18695.18,jpy,api,376868,93513.0,gb,gb,7819.69,14756.47,2,0,0,0,DEV-0188-640,210.180.215.239,0,none
U-NORM-0043,ACC-0043,80,2026-01-01 08:41:17.212150,withdrawal,19675.95,gbp,mobile,241788,130140.0,gb,gb,17399.61,1118.39,1,0,0,0,DEV-0043-264,66.120.207.62,0,none
U-NORM-0106,ACC-0106,81,2026-01-01 08:44:54.204283,sell,1478.93,usd,mobile,69420,21052.0,th,th,675.35,945.05,3,0,0,0,DEV-0106-768,94.125.104.82,0,none
U-NORM-0150,ACC-0150,82,2026-01-01 08:54:37.609377,deposit,16777.89,myr,web,380987,176705.0,sg,sg,21987.19,11360.95,2,0,0,0,DEV-0150-931,105.52.215.216,0,none
U-NORM-0118,ACC-0118,83,2026-01-01 08:58:39.870733,buy,3987.46,usd,api,147699,7090.0,sg,sg,7053.84,1350.4,1,0,0,0,DEV-0118-258,131.245.88.206,0,none
U-NORM-0039,ACC-0039,84,2026-01-01 09:03:30.737652,sell,16392.38,usd,web,420855,57904.0,au,au,27059.82,16180.63,1,0,0,0,DEV-0039-786,12.27.186.73,0,none
U-NORM-0165,ACC-0165,85,2026-01-01 09:06:46.704653,deposit,183.62,gbp,web,37361,7567.0,us,us,182.87,18.66,2,2,0,0,DEV-0165-636,188.18.146.66,0,none
U-NORM-0105,ACC-0105,86,2026-01-01 09:09:53.425939,deposit,9959.78,gbp,web,257416,82332.0,au,au,16595.87,5458.83,1,0,0,0,DEV-0105-587,187.49.121.205,0,none
U-NORM-0117,ACC-0117,87,2026-01-01 09:12:35.691734,buy,2486.68,myr,web,440682,139139.0,au,au,2775.94,1915.59,3,0,0,0,DEV-0117-467,89.124.191.176,0,none
U-NORM-0121,ACC-0121,88,2026-01-01 09:29:26.247242,deposit,4478.44,sgd,web,379023,100222.0,gb,gb,6811.99,2350.5,3,1,0,0,DEV-0121-150,100.124.245.222,0,none
U-NORM-0029,ACC-0029,89,2026-01-01 09:30:16.128569,sell,12931.22,gbp,mobile,468041,195006.0,us,us,23509.1,12385.09,3,0,0,0,DEV-0029-755,164.158.177.124,0,none
U-NORM-0119,ACC-0119,90,2026-01-01 09:33:57.567584,withdrawal,14390.76,myr,mobile,401594,124215.0,gb,gb,6827.9,9249.62,1,0,0,0,DEV-0119-438,204.232.205.151,0,none
U-NORM-0137,ACC-0137,91,2026-01-01 09:38:26.195495,buy,3241.23,sgd,mobile,105925,34385.0,ph,ph,4147.2,378.53,1,0,0,0,DEV-0137-474,128.104.158.126,0,none
U-NORM-0021,ACC-0021,92,2026-01-01 09:50:20.568858,deposit,18490.18,jpy,web,312007,122534.0,au,au,20443.3,13695.0,0,0,0,0,DEV-0021-898,55.113.115.174,0,none
U-NORM-0101,ACC-0101,93,2026-01-01 09:58:39.128166,sell,1065.38,myr,api,93257,9453.0,vn,vn,1433.77,252.43,2,0,0,0,DEV-0101-153,210.220.93.112,0,none
U-NORM-0062,ACC-0062,94,2026-01-01 10:03:48.427571,deposit,476.56,sgd,mobile,45817,33080.0,ph,ph,365.74,56.79,2,0,0,0,DEV-0062-581,25.212.154.71,0,none
U-NORM-0052,ACC-0052,95,2026-01-01 10:04:01.408679,withdrawal,3005.94,usd,web,362916,55462.0,sg,sg,4768.8,451.35,1,0,0,0,DEV-0052-104,13.193.103.238,0,none
U-NORM-0072,ACC-0072,96,2026-01-01 10:35:09.975728,deposit,6554.6,sgd,mobile,451269,89103.0,sg,sg,7691.55,5525.14,2,2,0,0,DEV-0072-478,8.78.90.223,0,none
U-NORM-0140,ACC-0140,97,2026-01-01 10:35:28.759939,buy,9171.63,myr,mobile,297915,141196.0,gb,gb,2052.9,5720.27,0,0,0,0,DEV-0140-192,24.1.166.5,0,none
U-NORM-0055,ACC-0055,98,2026-01-01 10:39:11.982494,withdrawal,3759.18,myr,web,35380,25710.0,au,au,7207.83,80.6,3,0,0,0,DEV-0055-360,174.217.73.138,0,none
U-NORM-0073,ACC-0073,99,2026-01-01 10:40:47.585625,withdrawal,10119.17,usd,api,364521,193747.0,sg,sg,4472.64,5069.67,3,0,0,0,DEV-0073-463,149.186.178.198,0,none
U-NORM-0120,ACC-0120,100,2026-01-01 10:43:26.745634,deposit,1876.11,myr,web,121635,9991.0,ph,ph,2801.65,273.93,3,0,0,0,DEV-0120-967,50.61.217.7,0,none
U-NORM-0119,ACC-0119,101,2026-01-01 10:50:40.103826,buy,6181.09,myr,mobile,401594,124215.0,gb,gb,8440.43,5104.45,1,0,0,0,DEV-0119-438,204.232.205.151,0,none
U-NORM-0142,ACC-0142,102,2026-01-01 11:01:37.007384,buy,1530.67,sgd,mobile,134725,17648.0,my,my,1193.6,616.64,0,2,0,0,DEV-0142-677,192.118.62.33,0,none
U-NORM-0094,ACC-0094,103,2026-01-01 11:03:24.951939,sell,549.43,gbp,api,142440,12961.0,gb,gb,433.12,251.94,2,0,0,0,DEV-0094-390,9.201.173.171,0,none
U-NORM-0123,ACC-0123,104,2026-01-01 11:07:21.535921,withdrawal,2767.82,eur,api,110134,15616.0,gb,gb,5268.47,1007.01,2,1,0,0,DEV-0123-894,123.177.161.64,0,none
U-NORM-0102,ACC-0102,105,2026-01-01 11:08:37.703196,buy,14026.53,usd,web,324536,118475.0,us,us,4660.32,6373.69,2,0,0,0,DEV-0102-148,42.34.134.6,0,none
U-NORM-0121,ACC-0121,106,2026-01-01 11:13:06.854599,sell,7196.12,gbp,web,379023,100222.0,gb,gb,14232.18,1648.1,0,0,0,0,DEV-0121-150,100.124.245.222,0,none
U-NORM-0083,ACC-0083,107,2026-01-01 11:13:48.397766,buy,11194.18,myr,api,244096,83435.0,us,us,21572.31,1770.58,6,0,0,0,DEV-0083-480,215.205.22.40,0,none
U-NORM-0151,ACC-0151,108,2026-01-01 11:15:21.326941,buy,3968.54,myr,mobile,159250,75547.0,sg,sg,3531.62,12.04,2,1,0,0,DEV-0151-371,63.3.51.145,0,none
U-NORM-0149,ACC-0149,109,2026-01-01 11:17:21.273660,sell,1043.48,jpy,mobile,147849,7380.0,in,in,1182.47,624.63,0,0,0,0,DEV-0149-491,101.82.20.62,0,none
U-NORM-0106,ACC-0106,110,2026-01-01 11:18:52.665275,sell,3533.05,eur,web,69420,21052.0,th,th,4822.87,2983.8,0,0,0,0,DEV-0106-768,94.125.104.82,0,none
U-NORM-0024,ACC-0024,111,2026-01-01 11:21:09.357972,withdrawal,1044.14,sgd,api,200711,89451.0,gb,gb,1739.62,478.01,2,0,0,0,DEV-0024-854,142.111.102.54,0,none
U-NORM-0029,ACC-0029,112,2026-01-01 11:26:45.732481,deposit,11114.84,usd,api,468041,195006.0,us,us,3993.59,6425.18,1,0,0,0,DEV-0029-755,164.158.177.124,0,none
U-NORM-0057,ACC-0057,113,2026-01-01 11:32:17.887693,deposit,7062.9,gbp,mobile,268636,63487.0,au,au,9715.34,3328.3,2,2,0,0,DEV-0057-444,110.245.31.131,0,none
U-NORM-0040,ACC-0040,114,2026-01-01 11:42:48.172243,sell,1821.64,sgd,web,145153,49308.0,id,id,2580.63,670.09,1,0,0,0,DEV-0040-142,82.64.225.67,0,none
U-NORM-0179,ACC-0179,115,2026-01-01 11:43:59.385324,buy,1844.19,gbp,web,39106,29737.0,in,in,108.23,926.52,1,0,0,0,DEV-0179-616,17.233.247.96,0,none
U-NORM-0187,ACC-0187,116,2026-01-01 12:01:35.303382,withdrawal,3414.67,usd,web,79172,17592.0,th,th,5019.88,3135.62,1,0,0,0,DEV-0187-352,6.246.119.71,0,none
U-NORM-0063,ACC-0063,117,2026-01-01 12:17:00.243056,sell,2465.81,jpy,web,58325,23458.0,in,in,3088.99,1098.27,1,1,0,0,DEV-0063-609,8.125.220.93,0,none
U-NORM-0169,ACC-0169,118,2026-01-01 12:30:27.176025,buy,12784.02,eur,mobile,410993,81488.0,sg,sg,2723.75,11818.48,1,0,0,0,DEV-0169-489,139.252.106.93,0,none
U-NORM-0083,ACC-0083,119,2026-01-01 12:31:25.771315,buy,12003.38,eur,api,244096,83435.0,us,us,12520.52,7787.78,2,0,0,0,DEV-0083-480,215.205.22.40,0,none
U-NORM-0191,ACC-0191,120,2026-01-01 12:33:09.748437,buy,15204.46,gbp,api,220762,55253.0,sg,sg,15583.3,4065.36,0,1,0,0,DEV-0191-730,7.87.47.69,0,none
U-NORM-0158,ACC-0158,121,2026-01-01 12:33:24.313209,sell,6934.62,sgd,mobile,333492,82639.0,us,us,9861.91,3363.22,1,0,0,0,DEV-0158-862,161.114.165.70,0,none
U-NORM-0168,ACC-0168,122,2026-01-01 12:34:10.851033,withdrawal,1639.55,myr,api,46903,47877.0,cn,cn,1373.39,1247.92,2,0,0,0,DEV-0168-535,111.222.227.132,0,none
U-NORM-0133,ACC-0133,123,2026-01-01 12:51:55.959297,withdrawal,2326.06,myr,mobile,133213,35408.0,us,us,1464.16,1833.35,2,0,0,0,DEV-0133-661,121.226.183.247,0,none
U-NORM-0159,ACC-0159,124,2026-01-01 12:54:39.468351,withdrawal,2395.38,myr,api,107745,17929.0,cn,cn,1908.7,1208.47,4,0,0,0,DEV-0159-699,9.41.99.58,0,none
U-NORM-0069,ACC-0069,125,2026-01-01 13:04:59.089175,buy,532.58,jpy,mobile,35290,28586.0,jp,jp,974.78,126.66,1,1,0,0,DEV-0069-850,105.185.40.91,0,none
U-NORM-0169,ACC-0169,126,2026-01-01 13:06:31.500923,sell,3003.88,jpy,mobile,410993,81488.0,sg,sg,1942.15,2154.02,1,2,0,0,DEV-0169-489,139.252.106.93,0,none
U-NORM-0009,ACC-0009,127,2026-01-01 13:27:23.261651,buy,6087.76,gbp,api,467013,176888.0,sg,sg,2681.36,2973.11,3,0,0,0,DEV-0009-469,18.10.199.224,0,none
U-NORM-0183,ACC-0183,128,2026-01-01 13:33:35.151824,sell,3888.3,gbp,mobile,116260,15931.0,sg,sg,7095.1,2195.25,4,0,0,0,DEV-0183-145,59.115.90.68,0,none
U-NORM-0095,ACC-0095,129,2026-01-01 13:37:05.773193,withdrawal,1151.15,myr,api,88117,48179.0,gb,gb,1889.5,1086.83,4,0,0,0,DEV-0095-251,86.140.200.228,0,none
U-NORM-0020,ACC-0020,130,2026-01-01 13:38:48.879964,buy,17120.96,sgd,mobile,161049,181858.0,us,us,27568.08,14467.89,4,0,0,0,DEV-0020-524,39.75.51.237,0,none
U-NORM-0001,ACC-0001,131,2026-01-01 13:42:32.697329,deposit,328.66,eur,api,45795,5860.0,my,my,406.48,125.7,2,0,0,0,DEV-0001-328,36.52.44.152,0,none
U-NORM-0053,ACC-0053,132,2026-01-01 14:02:14.327516,withdrawal,10904.15,gbp,api,331921,60680.0,gb,gb,14889.76,4658.28,2,0,0,0,DEV-0053-645,169.195.157.188,0,none
U-NORM-0097,ACC-0097,133,2026-01-01 14:03:46.209998,withdrawal,11403.34,jpy,mobile,267611,94001.0,gb,gb,8736.94,10884.21,2,0,0,0,DEV-0097-201,70.158.206.6,0,none
U-NORM-0155,ACC-0155,134,2026-01-01 14:03:54.834292,withdrawal,8147.73,gbp,api,214959,146617.0,au,au,5222.87,7494.04,1,1,0,0,DEV-0155-671,49.212.193.116,0,none
U-NORM-0181,ACC-0181,135,2026-01-01 14:04:46.996977,withdrawal,3001.66,myr,mobile,92742,29291.0,sg,sg,941.29,2372.02,0,0,0,0,DEV-0181-148,155.239.158.43,0,none
U-NORM-0058,ACC-0058,136,2026-01-01 14:10:32.848864,sell,1191.59,eur,mobile,75097,37022.0,my,my,2142.78,402.89,3,0,0,0,DEV-0058-853,210.173.43.52,0,none
